1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112 113 114 115 
0.191354 0.516769 0.534716 0.536681 0.543974 0.544803 0.544803 0.549651 0.562664 0.58441 0.586812 0.587293 0.594279 0.594279 0.596987 0.597249 0.602576 0.605415 0.61441 0.619083 0.625066 0.6269 0.630393 0.633799 0.64083 0.64083 0.643974 0.647511 0.649956 0.651266 0.653712 0.658646 0.658646 0.658646 0.658646 0.660218 0.665459 0.667773 0.670131 0.671834 0.673275 0.673712 0.677162 0.677598 0.677686 0.682707 0.684279 0.690306 0.690306 0.692533 0.695328 0.697467 0.697686 0.698166 0.702183 0.705633 0.706114 0.708079 0.711266 0.713406 0.714541 0.716332 0.716725 0.716725 0.716725 0.716725 0.717598 0.718646 0.718952 0.720349 0.72262 0.723319 0.724978 0.728341 0.730655 0.731004 0.732009 0.733013 0.733755 0.734629 0.735459 0.735677 0.737817 0.740349 0.740568 0.741223 0.741397 0.743057 0.743537 0.744716 0.745808 0.745895 0.746288 0.746812 0.747031 0.747031 0.749214 0.749301 0.75214 0.753581 0.753886 0.756026 0.756026 0.756157 0.76083 0.761921 0.763493 0.76607 0.77 0.77738 0.779825 0.781441 0.782183 0.783537 0.783668 
0.359563 0.359563 0.398341 0.451092 0.455808 0.46476 0.46476 0.466638 0.467249 0.468297 0.469869 0.469869 0.485677 0.487511 0.48869 0.493406 0.494367 0.501179 0.501965 0.501965 0.501965 0.501965 0.502445 0.502445 0.502445 0.502445 0.510044 0.510044 0.510044 0.519782 0.519782 0.519782 0.542052 0.548297 0.551223 0.558297 0.558297 0.558821 0.560262 0.562795 0.568821 0.572445 0.572445 0.575677 0.578646 0.598646 0.605633 0.615764 0.62179 0.623712 0.631397 0.639913 0.641092 0.641485 0.641485 0.643406 0.643755 0.644236 0.644978 0.64559 0.64559 0.646114 0.646507 0.648428 0.648777 0.649956 0.650175 0.650655 0.65131 0.652052 0.652052 0.652052 0.652576 0.653275 0.654934 0.655546 0.657773 0.658297 0.658865 0.659214 0.661659 0.664541 0.665415 0.667598 0.667773 0.669738 0.671441 0.675284 0.681397 0.682969 0.689476 0.693144 0.693493 0.695153 0.697293 0.701572 0.70214 0.710611 0.711135 0.715983 0.716812 0.72476 0.726332 0.728428 0.729869 0.734847 0.736812 0.738515 0.738865 0.740742 0.744105 0.744541 0.746769 0.747031 0.749956 
0.25869 0.451616 0.453319 0.489127 0.502445 0.511528 0.522052 0.524672 0.53048 0.531397 0.53476 0.539432 0.548166 0.571397 0.572489 0.575677 0.577773 0.581048 0.584192 0.585328 0.585895 0.586725 0.590437 0.594454 0.595721 0.611441 0.614105 0.615371 0.616114 0.61655 0.623712 0.626114 0.626769 0.628777 0.629345 0.63131 0.632052 0.633231 0.635502 0.635677 0.637598 0.638908 0.641048 0.641135 0.642664 0.650568 0.652183 0.660131 0.662533 0.662969 0.664541 0.666463 0.666943 0.667555 0.668646 0.676638 0.678472 0.679651 0.681135 0.68214 0.683231 0.684891 0.68524 0.686681 0.686681 0.691397 0.691397 0.691528 0.693057 0.693537 0.693886 0.695153 0.696987 0.697642 0.69786 0.698515 0.698734 0.699694 0.70083 0.702096 0.7069 0.706987 0.706987 0.710393 0.711179 0.712183 0.712358 0.713624 0.717773 0.718166 0.721179 0.72262 0.724541 0.725066 0.725153 0.727904 0.727904 0.728472 0.730611 0.731004 0.733319 0.733624 0.735677 0.739563 0.741834 0.741834 0.749782 0.750742 0.754978 0.755808 0.756114 0.757817 0.759476 0.759913 0.760349 
0.253843 0.473799 0.509039 0.516769 0.52131 0.524716 0.528297 0.535371 0.537642 0.537773 0.552576 0.556332 0.561004 0.566201 0.567118 0.569039 0.572227 0.57476 0.575109 0.575284 0.589476 0.591135 0.59655 0.600218 0.605153 0.609956 0.61476 0.6169 0.621878 0.624629 0.625459 0.637031 0.637948 0.642576 0.643188 0.647948 0.648253 0.648603 0.649039 0.654803 0.654803 0.657424 0.657686 0.657686 0.657686 0.657686 0.661528 0.663362 0.664541 0.664541 0.667904 0.674017 0.679389 0.682926 0.684279 0.686681 0.688952 0.688952 0.691092 0.692096 0.692533 0.698079 0.698908 0.698908 0.698908 0.698908 0.704629 0.705459 0.705939 0.706725 0.706725 0.707162 0.707293 0.709694 0.709782 0.710611 0.711397 0.711397 0.712445 0.712707 0.714148 0.714934 0.716288 0.716987 0.718952 0.718996 0.719432 0.71952 0.719869 0.719869 0.721485 0.724192 0.72476 0.72476 0.725109 0.727598 0.728428 0.729869 0.731004 0.732576 0.732838 0.733755 0.734061 0.735066 0.735502 0.737511 0.737729 0.738253 0.738646 0.740087 0.741179 0.742052 0.742489 0.742576 0.742576 
0.231965 0.41179 0.430961 0.476769 0.503581 0.524978 0.55524 0.562533 0.564629 0.564891 0.569651 0.575546 0.581135 0.582838 0.585808 0.586157 0.587729 0.589345 0.589563 0.59048 0.592314 0.594454 0.600218 0.615109 0.62179 0.626376 0.628952 0.630786 0.634148 0.634934 0.640437 0.644017 0.644847 0.645197 0.652052 0.661004 0.665677 0.666943 0.666987 0.667729 0.667729 0.668253 0.670131 0.671354 0.672358 0.676245 0.677642 0.678646 0.679913 0.68 0.680393 0.680611 0.680786 0.681528 0.684978 0.685022 0.685808 0.685808 0.689738 0.691223 0.691528 0.692271 0.692882 0.694498 0.694498 0.695284 0.696157 0.696288 0.700437 0.701004 0.70214 0.703581 0.703974 0.704192 0.705459 0.70607 0.713057 0.713406 0.714192 0.715895 0.716332 0.719258 0.721528 0.721703 0.722882 0.728472 0.728865 0.730873 0.731004 0.737555 0.738646 0.738646 0.738646 0.738646 0.740393 0.740699 0.74786 0.748341 0.751703 0.752533 0.752795 0.753231 0.753581 0.755895 0.757904 0.759127 0.761572 0.762576 0.762795 0.763493 0.76524 0.7669 0.767511 0.77 0.770786 
0.358559 0.509083 0.541616 0.544847 0.561747 0.576201 0.581965 0.584454 0.592009 0.606376 0.610742 0.613275 0.614672 0.625153 0.62524 0.633799 0.636507 0.636681 0.637817 0.639607 0.640568 0.641441 0.642969 0.64524 0.647467 0.648734 0.653275 0.653799 0.655153 0.657424 0.658384 0.661092 0.662052 0.6631 0.664148 0.667031 0.667336 0.671834 0.671878 0.678166 0.67869 0.678734 0.679389 0.681528 0.683057 0.683843 0.684279 0.684585 0.684847 0.685328 0.686769 0.686812 0.687467 0.687991 0.690655 0.692009 0.692489 0.692533 0.693493 0.693974 0.694367 0.694672 0.697336 0.697817 0.697817 0.699694 0.702096 0.702751 0.703188 0.703275 0.703755 0.704192 0.704192 0.704192 0.704192 0.704323 0.705502 0.70559 0.705939 0.705939 0.705939 0.706332 0.706332 0.706332 0.707511 0.707773 0.708734 0.710393 0.71214 0.712314 0.712314 0.712402 0.712576 0.712707 0.712707 0.713537 0.713799 0.713843 0.714061 0.714105 0.715721 0.71607 0.7169 0.7169 0.717031 0.717424 0.71786 0.717904 0.719214 0.719301 0.720262 0.720961 0.721048 0.721659 0.721921 
0.280044 0.388952 0.399301 0.412183 0.417555 0.447249 0.450349 0.458734 0.460175 0.461572 0.464148 0.472707 0.490611 0.500655 0.501092 0.502009 0.502358 0.515328 0.524716 0.524891 0.531921 0.548428 0.553537 0.555415 0.564629 0.565633 0.569782 0.586157 0.589694 0.592882 0.593974 0.6 0.610917 0.61559 0.619083 0.619651 0.620568 0.625502 0.628952 0.628952 0.631092 0.633144 0.634192 0.634192 0.634192 0.637555 0.638777 0.641004 0.641092 0.651528 0.655153 0.657031 0.657904 0.65821 0.661004 0.664017 0.665852 0.666725 0.67179 0.675066 0.675808 0.675808 0.678734 0.680655 0.681092 0.683886 0.684105 0.685197 0.68607 0.686288 0.686376 0.687031 0.689039 0.692009 0.69786 0.700655 0.701616 0.703537 0.704148 0.705153 0.705153 0.705153 0.705153 0.708035 0.709913 0.714323 0.715328 0.716463 0.71786 0.718428 0.718515 0.719301 0.719738 0.719913 0.722926 0.723493 0.724192 0.724192 0.725284 0.726026 0.728952 0.728952 0.729694 0.731179 0.732751 0.734017 0.735633 0.736026 0.740131 0.741703 0.742271 0.742445 0.742707 0.743319 0.745939 
0.430611 0.430611 0.430611 0.44048 0.44048 0.44048 0.474323 0.47917 0.47917 0.482096 0.484541 0.484847 0.493886 0.50048 0.501703 0.510044 0.510044 0.510393 0.514192 0.53 0.54869 0.560873 0.563755 0.566507 0.57345 0.574367 0.575808 0.5769 0.577031 0.577293 0.577293 0.57869 0.57869 0.579389 0.579738 0.580044 0.580611 0.581397 0.581397 0.581921 0.582314 0.582664 0.58476 0.585109 0.585415 0.585764 0.585983 0.586507 0.586507 0.588384 0.588384 0.588384 0.588777 0.589607 0.591266 0.591878 0.592533 0.594105 0.594629 0.595197 0.595546 0.596332 0.59738 0.600349 0.602227 0.603188 0.604105 0.605328 0.605328 0.605328 0.605328 0.605983 0.606463 0.607511 0.607817 0.607817 0.607817 0.607817 0.608166 0.613057 0.614672 0.618297 0.619694 0.624585 0.627686 0.634803 0.636026 0.6431 0.648472 0.654061 0.656114 0.656463 0.656463 0.659389 0.664585 0.668472 0.671179 0.678472 0.685852 0.692576 0.693319 0.694541 0.696987 0.699476 0.700873 0.705721 0.705939 0.712314 0.71393 0.715852 0.717424 0.718646 0.725109 0.725808 0.725808 
0.379345 0.478428 0.504934 0.512314 0.520437 0.522402 0.523275 0.537074 0.538341 0.539432 0.540742 0.54214 0.542183 0.552926 0.553144 0.562183 0.562183 0.562664 0.570873 0.571048 0.573624 0.575328 0.579039 0.580655 0.581223 0.583057 0.588341 0.588559 0.591878 0.598035 0.599214 0.600742 0.602751 0.603493 0.604061 0.604498 0.611485 0.612096 0.613013 0.614105 0.618428 0.620044 0.620218 0.62131 0.623581 0.626114 0.626114 0.627598 0.630568 0.63786 0.645371 0.650524 0.650524 0.651048 0.652183 0.653057 0.6531 0.654847 0.655109 0.663013 0.666114 0.668428 0.670044 0.670524 0.671703 0.672707 0.673712 0.673712 0.674236 0.675808 0.678603 0.680437 0.680917 0.681266 0.683362 0.684541 0.68559 0.687205 0.691004 0.691834 0.693188 0.693406 0.699825 0.701703 0.702052 0.704192 0.704279 0.712227 0.712576 0.712751 0.713275 0.714017 0.714148 0.714367 0.715808 0.717904 0.719127 0.720131 0.72083 0.721354 0.72607 0.726245 0.727773 0.728035 0.72821 0.729651 0.729651 0.729825 0.730218 0.730218 0.731135 0.731223 0.731659 0.733188 0.73393 
0.325502 0.325502 0.325502 0.325502 0.380917 0.481092 0.501965 0.501965 0.504541 0.521834 0.52786 0.531223 0.531223 0.532052 0.533406 0.534279 0.534279 0.537773 0.540524 0.54214 0.547074 0.554454 0.55738 0.55738 0.564541 0.569694 0.570873 0.573275 0.573843 0.580175 0.580175 0.580175 0.580175 0.584236 0.584803 0.585066 0.585895 0.587598 0.587598 0.587598 0.588472 0.588603 0.589389 0.590044 0.592489 0.59262 0.59262 0.59262 0.593843 0.596332 0.597598 0.599083 0.600393 0.601223 0.602358 0.602489 0.602969 0.602969 0.603493 0.605852 0.606114 0.606114 0.606769 0.607817 0.607817 0.607817 0.61179 0.612707 0.615153 0.619825 0.620611 0.626288 0.630393 0.630655 0.632707 0.63655 0.638952 0.641441 0.643493 0.647729 0.650917 0.652402 0.652707 0.654672 0.656419 0.65655 0.657948 0.66131 0.661354 0.667205 0.66917 0.67821 0.685153 0.685633 0.686681 0.693755 0.698384 0.698908 0.701747 0.704672 0.707511 0.711092 0.71262 0.715153 0.716725 0.732795 0.734847 0.737293 0.73821 0.738646 0.742882 0.744541 0.744629 0.745022 0.745197 
